species,individual_id,group_id,age,sex,habitat,individual_body_mass_g,max_adult_body_mass_g,resting_metabolic_rate,taxonomic.class,tissue,grouped_tissue,diet.type,food_type,No_animals,length_trial_days,lipid_extracted,source.iso.13C,source.iso.13C_error,source.iso.15N,source.iso.15N_error,delta13C,delta_13C_error,delta15N,delta_15N_error,error_type,citation,Notes,Data_type,Co_author,Co_author_email,email_worked,reply_received,data_received,data_input,follow_up_needed,priority,further_notes,,,,,,,
Sus_scrofa,,4,adult,female,terrestrial,,135000,104.15,mammalia,collagen,sloworgans,omnivore,pellet,6,270,yes,-15.4,,,,,0.5,,,sd,"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65.",controlled experiment,aggregated into mean,Prof. Richard P. Evershed,r.p.evershed@bristol.ac.uk,yes,yes,no,no,maybe (replied to say he would get back asap),high,emailed again to remind on 16/09/2020,,,,,,,
Sus_scrofa,,4,adult,female,terrestrial,,135000,104.15,mammalia,apatite,sloworgans,omnivore,pellet,6,270,yes,-14.3,,,,,9.6,,,sd,"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65.",controlled experiment,aggregated into mean,Prof. Richard P. Evershed,r.p.evershed@bristol.ac.uk,yes,yes,no,no,maybe (replied to say he would get back asap),high,emailed again to remind on 16/09/2020,,,,,,,
Sus_scrofa,,4,adult,female,terrestrial,,135000,104.15,mammalia,lipids,,omnivore,pellet,6,270,no,-18.2,,,,,-2.3,,,sd,"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65.",controlled experiment,aggregated into mean,Prof. Richard P. Evershed,r.p.evershed@bristol.ac.uk,yes,yes,no,no,maybe (replied to say he would get back asap),high,emailed again to remind on 16/09/2020,,,,,,,
Sus_scrofa,,5,adult,female,terrestrial,,135000,104.15,mammalia,collagen,sloworgans,omnivore,pellet,6,270,yes,-19.6,,,,,6.1,,,sd,"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65.",controlled experiment,aggregated into mean,Prof. Richard P. Evershed,r.p.evershed@bristol.ac.uk,yes,yes,no,no,maybe (replied to say he would get back asap),high,emailed again to remind on 16/09/2020,,,,,,,
Sus_scrofa,,5,adult,female,terrestrial,,135000,104.15,mammalia,apatite,sloworgans,omnivore,pellet,6,270,yes,-19.2,,,,,12.1,,,sd,"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65.",controlled experiment,aggregated into mean,Prof. Richard P. Evershed,r.p.evershed@bristol.ac.uk,yes,yes,no,no,maybe (replied to say he would get back asap),high,emailed again to remind on 16/09/2020,,,,,,,
Sus_scrofa,,5,adult,female,terrestrial,,135000,104.15,mammalia,lipids,,omnivore,pellet,6,270,no,-27.5,,,,,-1.8,,,sd,"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65.",controlled experiment,aggregated into mean,Prof. Richard P. Evershed,r.p.evershed@bristol.ac.uk,yes,yes,no,no,maybe (replied to say he would get back asap),high,emailed again to remind on 16/09/2020,,,,,,,
Sus_scrofa,,6,adult,female,terrestrial,,135000,104.15,mammalia,collagen,sloworgans,omnivore,pellet,6,270,yes,-11.5,,,,,4,,,sd,"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65.",controlled experiment,aggregated into mean,Prof. Richard P. Evershed,r.p.evershed@bristol.ac.uk,yes,yes,no,no,maybe (replied to say he would get back asap),high,emailed again to remind on 16/09/2020,,,,,,,
Sus_scrofa,,6,adult,female,terrestrial,,135000,104.15,mammalia,apatite,sloworgans,omnivore,pellet,6,270,yes,-10.4,,,,,11.2,,,sd,"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65.",controlled experiment,aggregated into mean,Prof. Richard P. Evershed,r.p.evershed@bristol.ac.uk,yes,yes,no,no,maybe (replied to say he would get back asap),high,emailed again to remind on 16/09/2020,,,,,,,
Sus_scrofa,,6,adult,female,terrestrial,,135000,104.15,mammalia,lipids,,omnivore,pellet,6,270,no,-18.4,,,,,-2.9,,,sd,"Howland, M.R., Corr, L.T., Young, S.M., Jones, V., Jim, S., Van Der Merwe, N.J., Mitchell, A.D. and Evershed, R.P. (2003). Expression of the dietary isotope signal in the compound_specific _13C values of pig bone lipids and amino acids. International Journal of Osteoarchaeology, 13(1_2), pp.54-65.",controlled experiment,aggregated into mean,Prof. Richard P. Evershed,r.p.evershed@bristol.ac.uk,yes,yes,no,no,maybe (replied to say he would get back asap),high,emailed again to remind on 16/09/2020,,,,,,,
Mus_sp,,1,adult,,terrestrial,,,,mammalia,blood,blood,omnivore,pellet,16,60,yes,-20.5,0.5,2.8,0,1.4,0.1,2.7,0.2,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,1,adult,,terrestrial,,,,mammalia,liver,fastorgans,omnivore,pellet,4,60,yes,-20.5,0.5,2.8,0,0.7,0.3,4.3,0.2,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,1,adult,,terrestrial,,,,mammalia,muscle,muscle,omnivore,pellet,4,60,yes,-20.5,0.5,2.8,0,1.2,0.3,3.1,0.2,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,1,adult,,terrestrial,,,,mammalia,heart,sloworgans,omnivore,pellet,4,60,yes,-20.5,0.5,2.8,0,0.6,0.4,3.8,0.2,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,1,adult,,terrestrial,,,,mammalia,brain,sloworgans,omnivore,pellet,2,60,yes,-20.5,0.5,2.8,0,1.9,0.3,5.2,0.7,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,1,adult,,terrestrial,,,,mammalia,lipids,,omnivore,pellet,5,60,no,-20.5,0.5,2.8,0,-3.9,0.3,,,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,2,adult,,terrestrial,,,,mammalia,blood,blood,omnivore,pellet,17,60,yes,-26.5,0.2,6.1,0.3,1.4,0.2,3.2,0.3,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,2,adult,,terrestrial,,,,mammalia,liver,fastorgans,omnivore,pellet,12,60,yes,-26.5,0.2,6.1,0.3,1.2,0.4,4.7,0.4,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,2,adult,,terrestrial,,,,mammalia,muscle,muscle,omnivore,pellet,8,60,yes,-26.5,0.2,6.1,0.3,1.5,0.4,3.1,0.3,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,2,adult,,terrestrial,,,,mammalia,heart,sloworgans,omnivore,pellet,6,60,yes,-26.5,0.2,6.1,0.3,1,0.3,4.4,0.5,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,2,adult,,terrestrial,,,,mammalia,brain,sloworgans,omnivore,pellet,2,60,yes,-26.5,0.2,6.1,0.3,2.2,0.1,6.1,0.6,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,2,adult,,terrestrial,,,,mammalia,lipids,,omnivore,pellet,5,60,no,-26.5,0.2,6.1,0.3,-1.7,0.2,,,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,3,adult,,terrestrial,,,,mammalia,blood,blood,omnivore,pellet,16,60,yes,-14.8,0.2,9.1,0.4,-1.9,0.1,2.9,0.3,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,3,adult,,terrestrial,,,,mammalia,liver,fastorgans,omnivore,pellet,4,60,yes,-14.8,0.2,9.1,0.4,-2.2,0.4,3.8,0.3,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,3,adult,,terrestrial,,,,mammalia,muscle,muscle,omnivore,pellet,4,60,yes,-14.8,0.2,9.1,0.4,-2.1,0.5,2,0.5,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,3,adult,,terrestrial,,,,mammalia,heart,sloworgans,omnivore,pellet,4,60,yes,-14.8,0.2,9.1,0.4,-2.3,0.1,4.2,0.2,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,3,adult,,terrestrial,,,,mammalia,brain,sloworgans,omnivore,pellet,4,60,yes,-14.8,0.2,9.1,0.4,-0.7,0.2,5.9,0.3,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
Mus_sp,,3,adult,,terrestrial,,,,mammalia,lipids,,omnivore,pellet,2,60,no,-14.8,0.2,9.1,0.4,-5.9,0.5,,,sd,"Arneson, L. S., & MacAvoy, S. E. (2005). Carbon, nitrogen, and sulfur diet–tissue discrimination in mouse tissues. Canadian Journal of Zoology, 83(7), 989-995.",controlled experiment,aggregated into mean,Prof. Lynne S. Arneson,larneso@american.edu,yes,yes,yes,dont work,no,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,"Caut, S., Angulo, E., & Courchamp, F. (2009). Variation in discrimination factors (_15N and _13C): the effect of diet isotopic values and applications for diet reconstruction. Journal of Applied Ecology, 46(2), 443-453.",cant open to recheck,,,,,,,,,,,,,,,,,
Phalacrocoracidae,1,1,adult,,aquatic,,,0.352,aves,feather,keratin,carnivore,mackerel,1,,no,-20.2,3.6,9.5,3.6,,,,,sd,"Mizutani, H., Kabaya, Y., and Wada E. (1991). Nitrogen and Carbon Isotope Compositions relate linearly in Cormorant Tissues and its Diet. Isotopenpraxis Isotopes in Environmental and Health Studies 27(4): 166-168.",controlled experiment,individual level,H. Mizutani,no email,,,,,,,,,,,,,,
Phalacrocoracidae,1,1,adult,,aquatic,,,0.352,aves,muscle,muscle,carnivore,mackerel,1,,no,-20.2,2.1,9.5,2.4,,,,,sd,"Mizutani, H., Kabaya, Y., and Wada E. (1991). Nitrogen and Carbon Isotope Compositions relate linearly in Cormorant Tissues and its Diet. Isotopenpraxis Isotopes in Environmental and Health Studies 27(4): 166-168.",controlled experiment,individual level,H. Mizutani,no email,,,,,,,,,,,,,,
Phalacrocoracidae,1,1,adult,,aquatic,,,0.352,aves,liver,fastorgans,carnivore,mackerel,1,,no,-20.2,1.3,9.5,2.3,,,,,sd,"Mizutani, H., Kabaya, Y., and Wada E. (1991). Nitrogen and Carbon Isotope Compositions relate linearly in Cormorant Tissues and its Diet. Isotopenpraxis Isotopes in Environmental and Health Studies 27(4): 166-168.",controlled experiment,individual level,H. Mizutani,no email,,,,,,,,,,,,,,
Gallus_gallus,,1,adult,,terrestrial,,912.5,-0.073,aves,blood,blood,omnivore,pellet,5,44,yes,-19.9,0.2,4.7,0.1,,,,,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Gallus_gallus,,1,adult,,terrestrial,,912.5,-0.073,aves,liver,fastorgans,omnivore,pellet,5,44,yes,-19.9,0.2,4.7,0.1,0.4,0.2,1.7,0.1,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Gallus_gallus,,1,adult,,terrestrial,,912.5,-0.073,aves,muscle,muscle,omnivore,pellet,5,44,yes,-19.9,0.2,4.7,0.1,0.3,0.3,0.2,0.2,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Gallus_gallus,,1,adult,,terrestrial,,912.5,-0.073,aves,collagen,sloworgans,omnivore,pellet,5,44,yes,-19.9,0.2,4.7,0.1,0.8,1.2,1.5,0.1,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Gallus_gallus,,1,adult,,terrestrial,,912.5,-0.073,aves,feather,keratin,omnivore,pellet,5,44,yes,-19.9,0.2,4.7,0.1,-0.4,0.02,1.1,0.1,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Coturnix_coturnix,,2,adult,,terrestrial,,98.75,-0.073,aves,blood,blood,omnivore,pellet,5,44,yes,-24.3,0.1,5.5,0.2,1.2,0.6,2.2,0.2,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Coturnix_coturnix,,2,adult,,terrestrial,,98.75,-0.073,aves,liver,fastorgans,omnivore,pellet,5,44,yes,-24.3,0.1,5.5,0.2,0.2,0.6,2.3,0.2,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Coturnix_coturnix,,2,adult,,terrestrial,,98.75,-0.073,aves,muscle,muscle,omnivore,pellet,5,44,yes,-24.3,0.1,5.5,0.2,1.1,0.5,1,0.1,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Coturnix_coturnix,,2,adult,,terrestrial,,98.75,-0.073,aves,collagen,sloworgans,omnivore,pellet,5,44,yes,-24.3,0.1,5.5,0.2,2.7,0.4,2.5,0.4,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Coturnix_coturnix,,2,adult,,terrestrial,,98.75,-0.073,aves,feather,keratin,omnivore,pellet,5,44,yes,-24.3,0.1,5.5,0.2,1.4,0.6,1.6,0.1,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Larus_delawarenis,,3,adult,,marine_aquatic,,518.5,0.057,aves,blood,blood,carnivore,perch,7,60,yes,-24.3,0.2,14.2,0.2,-0.3,0.8,3.1,0.2,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Larus_delawarenis,,3,adult,,marine_aquatic,,518.5,0.057,aves,liver,fastorgans,carnivore,perch,7,60,yes,-24.3,0.2,14.2,0.2,-0.4,1,2.7,0.1,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Larus_delawarenis,,3,adult,,marine_aquatic,,518.5,0.057,aves,muscle,muscle,carnivore,perch,7,60,yes,-24.3,0.2,14.2,0.2,0.3,0.4,1.4,0.1,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Larus_delawarenis,,3,adult,,marine_aquatic,,518.5,0.057,aves,collagen,sloworgans,carnivore,perch,7,60,yes,-24.3,0.2,14.2,0.2,2.6,1.1,3.1,0.2,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Larus_delawarenis,,3,adult,,marine_aquatic,,518.5,0.057,aves,feather,keratin,carnivore,perch,7,60,yes,-24.3,0.2,14.2,0.2,0.2,1.3,3,0.2,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Corvus_brachyrhynchos,,4,adult,,terrestrial,,453,0.156,aves,blood,blood,omnivore,pellet,6,60,yes,-20.3,0.2,6.2,0.3,-0.3,0.8,3.1,0.2,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Corvus_brachyrhynchos,,4,adult,,terrestrial,,453,0.156,aves,liver,fastorgans,omnivore,pellet,6,60,yes,-20.3,0.2,6.2,0.3,-0.4,1,2.7,0.1,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Corvus_brachyrhynchos,,4,adult,,terrestrial,,453,0.156,aves,muscle,muscle,omnivore,pellet,6,60,yes,-20.3,0.2,6.2,0.3,0.3,0.4,1.4,0.1,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Corvus_brachyrhynchos,,4,adult,,terrestrial,,453,0.156,aves,collagen,sloworgans,omnivore,pellet,6,60,yes,-20.3,0.2,6.2,0.3,2.6,1.1,3.1,0.2,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Corvus_brachyrhynchos,,4,adult,,terrestrial,,453,0.156,aves,feather,keratin,omnivore,pellet,6,60,yes,-20.3,0.2,6.2,0.3,0.2,1.3,3,0.2,sd,"Hobson, K. A., & Clark, R. G. (1992). Assessing avian diets using stable isotopes II: factors influencing diet-tissue fractionation. Condor, 189-197.",controlled experiment,aggregated into mean,Prof. Keith A. Hobson,khobson6@uwo.ca,yes,yes,no,no,maybe (said he's looking for data),high,emailed again to remind on 16/09/2020,,,,,,,
Larus_crassirostris,,1,adult,,marine_aquatic,,558.75,0.057,aves,feather,keratin,carnivore,saurel,11,2920,no,-18.3,1.3,9.7,1.4,3.6,0.5,5.3,0.8,sd,"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)",controlled experiment,aggregated into mean,H. Mizutani,no email,,,,,,,,,,,,,,
Nycticorax_caledonicus,,1,adult,,aquatic,,856,0.013,aves,feather,keratin,carnivore,saurel,8,2920,no,-18.3,1.3,9.7,1.4,3.2,0.4,4.2,0.3,sd,"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)",controlled experiment,aggregated into mean,H. Mizutani,no email,,,,,,,,,,,,,,
Ardea_cinerea,,1,adult,,aquatic,,1443,0.013,aves,feather,keratin,carnivore,saurel,8,2920,no,-18.3,1.3,9.7,1.4,3.4,0.6,4.3,0.4,sd,"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)",controlled experiment,aggregated into mean,H. Mizutani,no email,,,,,,,,,,,,,,
Egretta_alba,,1,adult,,aquatic,,873.5,0.013,aves,feather,keratin,carnivore,saurel,4,2920,no,-18.3,1.3,9.7,1.4,3.1,0.4,3.9,0.2,sd,"Mizutani, H., Fukuda, M., Kabaya, Y. (1992). d13C and d15N enrichment factors of feathers of 11 species of adult birds. Ecology 73, 1391-1395. (doi:10.2307/1940684)",controlled experiment,aggregated into mean,H. Mizutani,no email,,,,,,,,,,,,,,
